county,geoid,pollutant,noncancer_air_risk,cancer_air_risk,combined_air_score
HENNEPIN,270530241002,All pollutant sum,0.95,2.13e-5,2.13
HENNEPIN,270530241003,All pollutant sum,0.94,2.13e-5,2.13
HENNEPIN,270530242001,All pollutant sum,0.92,2.1e-5,2.0999999999999996
HENNEPIN,270530242002,All pollutant sum,0.92,2.01e-5,2.01
HENNEPIN,270530242003,All pollutant sum,0.91,2.04e-5,2.04
HENNEPIN,270530243001,All pollutant sum,1,2.34e-5,2.34
HENNEPIN,270530243002,All pollutant sum,1.3,3.12e-5,3.1199999999999997
HENNEPIN,270530243003,All pollutant sum,1.13,2.63e-5,2.63
HENNEPIN,270530243004,All pollutant sum,0.97,2.12e-5,2.1199999999999997
HENNEPIN,270530244001,All pollutant sum,1.14,2.56e-5,2.5599999999999996
HENNEPIN,270530244002,All pollutant sum,1.36,2.78e-5,2.78
HENNEPIN,270530245001,All pollutant sum,1.02,2.17e-5,2.17
HENNEPIN,270530245002,All pollutant sum,0.97,2.19e-5,2.19
HENNEPIN,270530245003,All pollutant sum,0.93,2.04e-5,2.04
HENNEPIN,270530246001,All pollutant sum,0.95,2.12e-5,2.1199999999999997
HENNEPIN,270530246002,All pollutant sum,1.11,2.56e-5,2.5599999999999996
HENNEPIN,270530246003,All pollutant sum,1.05,2.49e-5,2.4899999999999998
HENNEPIN,270530247001,All pollutant sum,1.05,2.41e-5,2.4099999999999997
HENNEPIN,270530247002,All pollutant sum,0.95,2.06e-5,2.0599999999999996
HENNEPIN,270530247003,All pollutant sum,0.97,2.13e-5,2.13
HENNEPIN,270530248011,All pollutant sum,0.94,2.03e-5,2.03
HENNEPIN,270530248012,All pollutant sum,0.94,2.05e-5,2.05
HENNEPIN,270530248021,All pollutant sum,0.99,2.16e-5,2.1599999999999997
HENNEPIN,270530248022,All pollutant sum,1.13,2.53e-5,2.53
HENNEPIN,270530248023,All pollutant sum,0.99,2.18e-5,2.18
HENNEPIN,270530249011,All pollutant sum,1.1,2.53e-5,2.53
HENNEPIN,270530249012,All pollutant sum,1.02,2.16e-5,2.1599999999999997
HENNEPIN,270530249021,All pollutant sum,0.97,1.97e-5,1.97
HENNEPIN,270530249022,All pollutant sum,1.01,2.1e-5,2.0999999999999996
HENNEPIN,270530249031,All pollutant sum,1.02,2.15e-5,2.15
HENNEPIN,270530249032,All pollutant sum,1.1,2.48e-5,2.48
HENNEPIN,270530251001,All pollutant sum,0.97,2.18e-5,2.18
HENNEPIN,270530251002,All pollutant sum,0.9,1.77e-5,1.7699999999999998
HENNEPIN,270530251003,All pollutant sum,0.83,1.6e-5,1.5999999999999999
HENNEPIN,270530252011,All pollutant sum,0.91,1.86e-5,1.86
HENNEPIN,270530252012,All pollutant sum,1.11,2.05e-5,2.05
HENNEPIN,270530252013,All pollutant sum,1.01,2.12e-5,2.1199999999999997
HENNEPIN,270530252051,All pollutant sum,0.77,1.62e-5,1.6199999999999999
HENNEPIN,270530252052,All pollutant sum,0.87,1.65e-5,1.65
HENNEPIN,270530252053,All pollutant sum,0.78,1.66e-5,1.66
HENNEPIN,270530252054,All pollutant sum,0.81,1.72e-5,1.72
HENNEPIN,270530252055,All pollutant sum,0.81,1.69e-5,1.69
HENNEPIN,270530253011,All pollutant sum,0.66,1.42e-5,1.42
HENNEPIN,270530253012,All pollutant sum,0.58,1.26e-5,1.2599999999999998
HENNEPIN,270530253013,All pollutant sum,0.62,1.43e-5,1.43
HENNEPIN,270530253021,All pollutant sum,0.66,1.47e-5,1.47
HENNEPIN,270530253022,All pollutant sum,0.71,1.59e-5,1.5899999999999999
HENNEPIN,270530253023,All pollutant sum,0.86,2.07e-5,2.07
HENNEPIN,270530254011,All pollutant sum,0.85,1.8e-5,1.7999999999999998
HENNEPIN,270530254012,All pollutant sum,0.94,1.87e-5,1.8699999999999999
HENNEPIN,270530254013,All pollutant sum,1,2.18e-5,2.18
HENNEPIN,270530254031,All pollutant sum,0.77,1.62e-5,1.6199999999999999
HENNEPIN,270530254032,All pollutant sum,0.77,1.66e-5,1.66
HENNEPIN,270530254033,All pollutant sum,0.73,1.59e-5,1.5899999999999999
HENNEPIN,270530256011,All pollutant sum,1.15,2.51e-5,2.51
HENNEPIN,270530256012,All pollutant sum,0.99,2.19e-5,2.19
HENNEPIN,270530256031,All pollutant sum,0.76,1.66e-5,1.66
HENNEPIN,270530256032,All pollutant sum,0.72,1.51e-5,1.5099999999999998
HENNEPIN,270530256033,All pollutant sum,0.95,2.1e-5,2.0999999999999996
HENNEPIN,270530256034,All pollutant sum,1,2.28e-5,2.28
HENNEPIN,270530256051,All pollutant sum,0.93,2.04e-5,2.04
HENNEPIN,270530256052,All pollutant sum,0.72,1.5e-5,1.5
HENNEPIN,270530256053,All pollutant sum,0.7,1.47e-5,1.47
HENNEPIN,270530256054,All pollutant sum,0.69,1.43e-5,1.43
HENNEPIN,270530257011,All pollutant sum,0.64,1.27e-5,1.27
HENNEPIN,270530257012,All pollutant sum,0.6,1.25e-5,1.25
HENNEPIN,270530257013,All pollutant sum,0.59,1.22e-5,1.22
HENNEPIN,270530257014,All pollutant sum,0.62,1.3e-5,1.2999999999999998
HENNEPIN,270530257015,All pollutant sum,0.65,1.29e-5,1.2899999999999998
HENNEPIN,270530257016,All pollutant sum,0.6,1.23e-5,1.23
HENNEPIN,270530257021,All pollutant sum,0.62,1.28e-5,1.2799999999999998
HENNEPIN,270530257022,All pollutant sum,0.59,1.29e-5,1.2899999999999998
HENNEPIN,270530257023,All pollutant sum,0.58,1.26e-5,1.2599999999999998
HENNEPIN,270530257024,All pollutant sum,0.64,1.39e-5,1.39
HENNEPIN,270530257025,All pollutant sum,0.73,1.61e-5,1.6099999999999997
HENNEPIN,270530258011,All pollutant sum,0.78,1.81e-5,1.8099999999999998
HENNEPIN,270530258012,All pollutant sum,0.79,1.91e-5,1.91
HENNEPIN,270530258013,All pollutant sum,0.64,1.42e-5,1.42
HENNEPIN,270530258021,All pollutant sum,0.61,1.27e-5,1.27
HENNEPIN,270530258022,All pollutant sum,0.79,1.34e-5,1.3399999999999999
HENNEPIN,270530258031,All pollutant sum,0.66,1.37e-5,1.3699999999999999
HENNEPIN,270530258032,All pollutant sum,0.66,1.32e-5,1.32
HENNEPIN,270530258033,All pollutant sum,0.73,1.32e-5,1.32
HENNEPIN,270530258051,All pollutant sum,0.5,9.98e-6,0.9979999999999999
HENNEPIN,270530258052,All pollutant sum,0.55,1.16e-5,1.16
HENNEPIN,270530258053,All pollutant sum,0.55,1.11e-5,1.1099999999999999
HENNEPIN,270530259031,All pollutant sum,0.55,1.1e-5,1.0999999999999999
HENNEPIN,270530259032,All pollutant sum,0.48,9.52e-6,0.952
HENNEPIN,270530259033,All pollutant sum,0.57,1.19e-5,1.19
HENNEPIN,270530259034,All pollutant sum,0.63,1.3e-5,1.2999999999999998
HENNEPIN,270530259035,All pollutant sum,0.86,1.74e-5,1.7399999999999998
HENNEPIN,270530259051,All pollutant sum,0.86,1.74e-5,1.7399999999999998
HENNEPIN,270530259052,All pollutant sum,0.72,1.32e-5,1.32
HENNEPIN,270530259053,All pollutant sum,0.61,1.18e-5,1.18
HENNEPIN,270530259054,All pollutant sum,0.87,1.72e-5,1.72
HENNEPIN,270530259061,All pollutant sum,0.55,1.04e-5,1.04
HENNEPIN,270530259062,All pollutant sum,0.56,1.19e-5,1.19
HENNEPIN,270530259063,All pollutant sum,0.61,1.27e-5,1.27
HENNEPIN,270530259064,All pollutant sum,0.61,1.26e-5,1.2599999999999998
HENNEPIN,270530259071,All pollutant sum,0.62,1.28e-5,1.2799999999999998
HENNEPIN,270530259072,All pollutant sum,0.44,8.82e-6,0.882
HENNEPIN,270530259073,All pollutant sum,0.56,1.17e-5,1.17
HENNEPIN,270530259074,All pollutant sum,0.55,1.16e-5,1.16
HENNEPIN,270530260051,All pollutant sum,0.62,1.26e-5,1.2599999999999998
HENNEPIN,270530260052,All pollutant sum,0.69,1.05e-5,1.0499999999999998
HENNEPIN,270530260053,All pollutant sum,0.8,1.07e-5,1.0699999999999998
HENNEPIN,270530260061,All pollutant sum,0.85,1.18e-5,1.18
HENNEPIN,270530260062,All pollutant sum,0.67,1.16e-5,1.16
HENNEPIN,270530260063,All pollutant sum,1.08,1.26e-5,1.2599999999999998
HENNEPIN,270530260071,All pollutant sum,1.6,1.64e-5,1.6399999999999997
HENNEPIN,270530260072,All pollutant sum,1.39,1.71e-5,1.7099999999999997
HENNEPIN,270530260073,All pollutant sum,0.82,1.35e-5,1.3499999999999999
HENNEPIN,270530260131,All pollutant sum,1.45,1.38e-5,1.45
HENNEPIN,270530260132,All pollutant sum,0.68,9.85e-6,0.985
HENNEPIN,270530260133,All pollutant sum,0.5,8.83e-6,0.8829999999999999
HENNEPIN,270530260134,All pollutant sum,0.45,8.44e-6,0.844
HENNEPIN,270530260141,All pollutant sum,0.48,9.39e-6,0.939
HENNEPIN,270530260142,All pollutant sum,0.53,9.91e-6,0.9909999999999999
HENNEPIN,270530260143,All pollutant sum,0.52,1.02e-5,1.02
HENNEPIN,270530260151,All pollutant sum,0.52,9.65e-6,0.965
HENNEPIN,270530260152,All pollutant sum,0.64,1.23e-5,1.23
HENNEPIN,270530260153,All pollutant sum,0.55,1.08e-5,1.0799999999999998
HENNEPIN,270530260161,All pollutant sum,0.57,1.18e-5,1.18
HENNEPIN,270530260162,All pollutant sum,0.53,1.02e-5,1.02
HENNEPIN,270530260163,All pollutant sum,0.58,1.04e-5,1.04
HENNEPIN,270530260181,All pollutant sum,0.4,7.52e-6,0.7519999999999999
HENNEPIN,270530260182,All pollutant sum,0.51,9.75e-6,0.9749999999999999
HENNEPIN,270530260183,All pollutant sum,0.46,9.02e-6,0.9019999999999999
HENNEPIN,270530260191,All pollutant sum,0.71,1.36e-5,1.3599999999999999
HENNEPIN,270530260192,All pollutant sum,0.8,1.4e-5,1.4
HENNEPIN,270530260193,All pollutant sum,1.39,2.1e-5,2.0999999999999996
HENNEPIN,270530260201,All pollutant sum,0.76,1.33e-5,1.3299999999999998
HENNEPIN,270530260202,All pollutant sum,0.71,1.31e-5,1.3099999999999998
HENNEPIN,270530260203,All pollutant sum,0.72,1.4e-5,1.4
HENNEPIN,270530260211,All pollutant sum,0.42,9.04e-6,0.9039999999999999
HENNEPIN,270530260212,All pollutant sum,0.57,1.14e-5,1.14
HENNEPIN,270530260221,All pollutant sum,0.38,7.53e-6,0.7529999999999999
HENNEPIN,270530260222,All pollutant sum,0.52,1.07e-5,1.0699999999999998
HENNEPIN,270530260223,All pollutant sum,0.42,8.94e-6,0.894
HENNEPIN,270530261011,All pollutant sum,0.91,1.61e-5,1.6099999999999997
HENNEPIN,270530261012,All pollutant sum,0.98,1.77e-5,1.7699999999999998
HENNEPIN,270530261013,All pollutant sum,0.96,1.71e-5,1.7099999999999997
HENNEPIN,270530261031,All pollutant sum,1.68,2.2e-5,2.1999999999999997
HENNEPIN,270530261032,All pollutant sum,1.59,1.78e-5,1.7799999999999998
HENNEPIN,270530261041,All pollutant sum,1.75,1.62e-5,1.75
HENNEPIN,270530261042,All pollutant sum,1.54,1.69e-5,1.69
HENNEPIN,270530261043,All pollutant sum,5.27,1.86e-5,5.27
HENNEPIN,270530262011,All pollutant sum,0.5,9.16e-6,0.9159999999999999
HENNEPIN,270530262012,All pollutant sum,0.61,1.06e-5,1.0599999999999998
HENNEPIN,270530262021,All pollutant sum,0.89,1.55e-5,1.55
HENNEPIN,270530262022,All pollutant sum,0.74,1.19e-5,1.19
HENNEPIN,270530262051,All pollutant sum,0.69,1.03e-5,1.0299999999999998
HENNEPIN,270530262052,All pollutant sum,0.67,1.09e-5,1.09
HENNEPIN,270530262053,All pollutant sum,0.64,1.09e-5,1.09
HENNEPIN,270530262061,All pollutant sum,1.09,1.69e-5,1.69
HENNEPIN,270530262062,All pollutant sum,0.88,1.14e-5,1.14
HENNEPIN,270530262063,All pollutant sum,0.7,1.04e-5,1.04
HENNEPIN,270530262071,All pollutant sum,0.53,9.31e-6,0.9309999999999999
HENNEPIN,270530262072,All pollutant sum,0.48,9.05e-6,0.9049999999999999
HENNEPIN,270530262081,All pollutant sum,1.74,1.48e-5,1.74
HENNEPIN,270530262082,All pollutant sum,0.69,1.03e-5,1.0299999999999998
HENNEPIN,270530262083,All pollutant sum,0.86,1.12e-5,1.1199999999999999
HENNEPIN,270530263011,All pollutant sum,0.71,1.44e-5,1.4399999999999997
HENNEPIN,270530263012,All pollutant sum,0.76,1.57e-5,1.5699999999999998
HENNEPIN,270530263021,All pollutant sum,0.56,1.02e-5,1.02
HENNEPIN,270530263022,All pollutant sum,0.6,1.13e-5,1.13
HENNEPIN,270530263023,All pollutant sum,0.68,1.28e-5,1.2799999999999998
HENNEPIN,270530263024,All pollutant sum,0.54,1.08e-5,1.0799999999999998
HENNEPIN,270530264021,All pollutant sum,0.92,2.01e-5,2.01
HENNEPIN,270530264022,All pollutant sum,0.92,1.87e-5,1.8699999999999999
HENNEPIN,270530264023,All pollutant sum,1,1.79e-5,1.79
HENNEPIN,270530264024,All pollutant sum,1.05,1.8e-5,1.7999999999999998
HENNEPIN,270530264031,All pollutant sum,0.84,1.75e-5,1.7499999999999998
HENNEPIN,270530264032,All pollutant sum,0.78,1.69e-5,1.69
HENNEPIN,270530264041,All pollutant sum,0.94,1.78e-5,1.7799999999999998
HENNEPIN,270530264042,All pollutant sum,0.75,1.51e-5,1.5099999999999998
HENNEPIN,270530264043,All pollutant sum,0.84,1.76e-5,1.76
HENNEPIN,270530265051,All pollutant sum,0.77,1.78e-5,1.7799999999999998
HENNEPIN,270530265052,All pollutant sum,0.7,1.44e-5,1.4399999999999997
HENNEPIN,270530265071,All pollutant sum,0.82,1.7e-5,1.7
HENNEPIN,270530265072,All pollutant sum,0.71,1.44e-5,1.4399999999999997
HENNEPIN,270530265081,All pollutant sum,0.73,1.43e-5,1.43
HENNEPIN,270530265082,All pollutant sum,0.67,1.43e-5,1.43
HENNEPIN,270530265083,All pollutant sum,0.79,1.62e-5,1.6199999999999999
HENNEPIN,270530265091,All pollutant sum,0.66,1.45e-5,1.45
HENNEPIN,270530265092,All pollutant sum,0.7,1.57e-5,1.5699999999999998
HENNEPIN,270530265101,All pollutant sum,0.78,1.56e-5,1.5599999999999998
HENNEPIN,270530265102,All pollutant sum,0.71,1.5e-5,1.5
HENNEPIN,270530265103,All pollutant sum,0.69,1.47e-5,1.47
HENNEPIN,270530265111,All pollutant sum,0.86,1.79e-5,1.79
HENNEPIN,270530265112,All pollutant sum,0.78,1.58e-5,1.58
HENNEPIN,270530265113,All pollutant sum,0.8,1.61e-5,1.6099999999999997
HENNEPIN,270530265121,All pollutant sum,0.67,1.45e-5,1.45
HENNEPIN,270530265122,All pollutant sum,0.65,1.38e-5,1.38
HENNEPIN,270530265123,All pollutant sum,0.66,1.45e-5,1.45
HENNEPIN,270530265124,All pollutant sum,0.74,1.57e-5,1.5699999999999998
HENNEPIN,270530265125,All pollutant sum,0.76,1.54e-5,1.54
HENNEPIN,270530265126,All pollutant sum,0.87,1.82e-5,1.8199999999999996
HENNEPIN,270530265127,All pollutant sum,0.81,1.79e-5,1.79
HENNEPIN,270530265141,All pollutant sum,0.87,1.68e-5,1.6799999999999997
HENNEPIN,270530265142,All pollutant sum,0.88,2.02e-5,2.02
HENNEPIN,270530265143,All pollutant sum,0.73,1.39e-5,1.39
HENNEPIN,270530265144,All pollutant sum,0.6,1.23e-5,1.23
HENNEPIN,270530266051,All pollutant sum,0.51,1.04e-5,1.04
HENNEPIN,270530266052,All pollutant sum,0.48,9.37e-6,0.9369999999999999
HENNEPIN,270530266061,All pollutant sum,0.46,9.49e-6,0.949
HENNEPIN,270530266062,All pollutant sum,0.46,9.39e-6,0.939
HENNEPIN,270530266063,All pollutant sum,0.47,9.26e-6,0.9259999999999998
HENNEPIN,270530266091,All pollutant sum,0.6,1.23e-5,1.23
HENNEPIN,270530266092,All pollutant sum,0.75,1.68e-5,1.6799999999999997
HENNEPIN,270530266093,All pollutant sum,0.71,1.6e-5,1.5999999999999999
HENNEPIN,270530266101,All pollutant sum,0.5,1.08e-5,1.0799999999999998
HENNEPIN,270530266102,All pollutant sum,0.52,1.1e-5,1.0999999999999999
HENNEPIN,270530266103,All pollutant sum,0.57,1.16e-5,1.16
HENNEPIN,270530266104,All pollutant sum,0.49,1.04e-5,1.04
HENNEPIN,270530266111,All pollutant sum,0.54,1.17e-5,1.17
HENNEPIN,270530266112,All pollutant sum,0.56,1.25e-5,1.25
HENNEPIN,270530266113,All pollutant sum,0.59,1.31e-5,1.3099999999999998
HENNEPIN,270530266114,All pollutant sum,0.62,1.34e-5,1.3399999999999999
HENNEPIN,270530266121,All pollutant sum,0.63,1.42e-5,1.42
HENNEPIN,270530266122,All pollutant sum,0.73,1.74e-5,1.7399999999999998
HENNEPIN,270530266123,All pollutant sum,0.65,1.46e-5,1.46
HENNEPIN,270530266124,All pollutant sum,0.59,1.26e-5,1.2599999999999998
HENNEPIN,270530266131,All pollutant sum,0.59,1.21e-5,1.2099999999999997
HENNEPIN,270530266132,All pollutant sum,0.48,9.21e-6,0.9209999999999999
HENNEPIN,270530267021,All pollutant sum,0.72,1.45e-5,1.45
HENNEPIN,270530267022,All pollutant sum,0.71,1.39e-5,1.39
HENNEPIN,270530267061,All pollutant sum,0.46,1.17e-5,1.17
HENNEPIN,270530267062,All pollutant sum,0.57,1.26e-5,1.2599999999999998
HENNEPIN,270530267063,All pollutant sum,0.49,1.25e-5,1.25
HENNEPIN,270530267071,All pollutant sum,0.38,9.54e-6,0.954
HENNEPIN,270530267072,All pollutant sum,0.71,1.4e-5,1.4
HENNEPIN,270530267073,All pollutant sum,0.54,1.29e-5,1.2899999999999998
HENNEPIN,270530267074,All pollutant sum,0.56,1.34e-5,1.3399999999999999
HENNEPIN,270530267081,All pollutant sum,0.64,1.57e-5,1.5699999999999998
HENNEPIN,270530267082,All pollutant sum,0.47,1.26e-5,1.2599999999999998
HENNEPIN,270530267083,All pollutant sum,0.56,1.53e-5,1.5299999999999998
HENNEPIN,270530267084,All pollutant sum,0.57,1.65e-5,1.65
HENNEPIN,270530267085,All pollutant sum,0.62,1.79e-5,1.79
HENNEPIN,270530267101,All pollutant sum,0.51,1.47e-5,1.47
HENNEPIN,270530267102,All pollutant sum,0.49,1.36e-5,1.3599999999999999
HENNEPIN,270530267103,All pollutant sum,0.56,1.39e-5,1.39
HENNEPIN,270530267104,All pollutant sum,0.71,1.47e-5,1.47
HENNEPIN,270530267105,All pollutant sum,0.98,2.55e-5,2.55
HENNEPIN,270530267106,All pollutant sum,0.56,1.47e-5,1.47
HENNEPIN,270530267111,All pollutant sum,0.73,1.67e-5,1.6699999999999997
HENNEPIN,270530267112,All pollutant sum,1.16,3.09e-5,3.09
HENNEPIN,270530267121,All pollutant sum,0.73,1.61e-5,1.6099999999999997
HENNEPIN,270530267122,All pollutant sum,0.98,2.28e-5,2.28
HENNEPIN,270530267131,All pollutant sum,0.79,1.76e-5,1.76
HENNEPIN,270530267132,All pollutant sum,0.85,1.75e-5,1.7499999999999998
HENNEPIN,270530267133,All pollutant sum,0.69,1.49e-5,1.4899999999999998
HENNEPIN,270530267134,All pollutant sum,0.75,1.66e-5,1.66
HENNEPIN,270530267141,All pollutant sum,0.39,1.03e-5,1.0299999999999998
HENNEPIN,270530267142,All pollutant sum,0.34,9.66e-6,0.966
HENNEPIN,270530267143,All pollutant sum,0.56,1.51e-5,1.5099999999999998
HENNEPIN,270530267151,All pollutant sum,0.27,7.2e-6,0.7199999999999999
HENNEPIN,270530267152,All pollutant sum,0.34,9.26e-6,0.9259999999999998
HENNEPIN,270530267153,All pollutant sum,0.42,9.49e-6,0.949
HENNEPIN,270530267154,All pollutant sum,0.66,1.49e-5,1.4899999999999998
HENNEPIN,270530267161,All pollutant sum,0.39,1.06e-5,1.0599999999999998
HENNEPIN,270530267162,All pollutant sum,0.56,1.31e-5,1.3099999999999998
HENNEPIN,270530267163,All pollutant sum,0.72,1.64e-5,1.6399999999999997
HENNEPIN,270530267164,All pollutant sum,0.59,1.24e-5,1.24
HENNEPIN,270530268071,All pollutant sum,1.02,2.2e-5,2.1999999999999997
HENNEPIN,270530268072,All pollutant sum,0.86,1.83e-5,1.8299999999999998
HENNEPIN,270530268073,All pollutant sum,0.97,2.13e-5,2.13
HENNEPIN,270530268074,All pollutant sum,0.84,1.68e-5,1.6799999999999997
HENNEPIN,270530268075,All pollutant sum,0.83,1.66e-5,1.66
HENNEPIN,270530268076,All pollutant sum,0.89,1.69e-5,1.69
HENNEPIN,270530268091,All pollutant sum,1.25,2.99e-5,2.9899999999999998
HENNEPIN,270530268092,All pollutant sum,1.32,3.14e-5,3.1399999999999997
HENNEPIN,270530268093,All pollutant sum,0.97,2.01e-5,2.01
HENNEPIN,270530268101,All pollutant sum,0.9,1.89e-5,1.8899999999999997
HENNEPIN,270530268102,All pollutant sum,0.86,1.83e-5,1.8299999999999998
HENNEPIN,270530268103,All pollutant sum,0.91,1.89e-5,1.8899999999999997
HENNEPIN,270530268104,All pollutant sum,1.01,2.13e-5,2.13
HENNEPIN,270530268105,All pollutant sum,0.99,2.03e-5,2.03
HENNEPIN,270530268106,All pollutant sum,0.91,1.97e-5,1.97
HENNEPIN,270530268111,All pollutant sum,0.92,1.91e-5,1.91
HENNEPIN,270530268112,All pollutant sum,0.83,1.78e-5,1.7799999999999998
HENNEPIN,270530268113,All pollutant sum,0.87,1.84e-5,1.8399999999999999
HENNEPIN,270530268114,All pollutant sum,0.88,1.81e-5,1.8099999999999998
HENNEPIN,270530268121,All pollutant sum,0.76,1.59e-5,1.5899999999999999
HENNEPIN,270530268122,All pollutant sum,0.73,1.53e-5,1.5299999999999998
HENNEPIN,270530268123,All pollutant sum,0.62,1.26e-5,1.2599999999999998
HENNEPIN,270530268141,All pollutant sum,1.05,2.15e-5,2.15
HENNEPIN,270530268142,All pollutant sum,1.2,2.07e-5,2.07
HENNEPIN,270530268143,All pollutant sum,1,2.05e-5,2.05
HENNEPIN,270530268144,All pollutant sum,1.27,2.5e-5,2.5
HENNEPIN,270530268145,All pollutant sum,1.07,2.23e-5,2.23
HENNEPIN,270530268151,All pollutant sum,1.11,2.13e-5,2.13
HENNEPIN,270530268152,All pollutant sum,1.08,2.3e-5,2.3
HENNEPIN,270530268153,All pollutant sum,1.06,2.19e-5,2.19
HENNEPIN,270530268154,All pollutant sum,1.05,2.05e-5,2.05
HENNEPIN,270530268161,All pollutant sum,0.92,1.96e-5,1.9599999999999997
HENNEPIN,270530268162,All pollutant sum,1.07,2.05e-5,2.05
HENNEPIN,270530268163,All pollutant sum,0.83,1.63e-5,1.63
HENNEPIN,270530268164,All pollutant sum,0.91,1.91e-5,1.91
HENNEPIN,270530268165,All pollutant sum,0.86,1.82e-5,1.8199999999999996
HENNEPIN,270530268181,All pollutant sum,0.99,2.25e-5,2.25
HENNEPIN,270530268182,All pollutant sum,0.94,2.03e-5,2.03
HENNEPIN,270530268183,All pollutant sum,0.87,1.74e-5,1.7399999999999998
HENNEPIN,270530268184,All pollutant sum,0.99,1.89e-5,1.8899999999999997
HENNEPIN,270530268191,All pollutant sum,1.13,2.41e-5,2.4099999999999997
HENNEPIN,270530268192,All pollutant sum,0.93,1.98e-5,1.9799999999999998
HENNEPIN,270530268201,All pollutant sum,0.96,1.72e-5,1.72
HENNEPIN,270530268202,All pollutant sum,0.96,2.04e-5,2.04
HENNEPIN,270530268203,All pollutant sum,0.84,1.8e-5,1.7999999999999998
HENNEPIN,270530268204,All pollutant sum,0.75,1.5e-5,1.5
HENNEPIN,270530268221,All pollutant sum,0.97,1.92e-5,1.9199999999999997
HENNEPIN,270530268222,All pollutant sum,0.95,1.97e-5,1.97
HENNEPIN,270530268223,All pollutant sum,0.96,1.8e-5,1.7999999999999998
HENNEPIN,270530268231,All pollutant sum,0.91,1.92e-5,1.9199999999999997
HENNEPIN,270530268232,All pollutant sum,0.76,1.6e-5,1.5999999999999999
HENNEPIN,270530268233,All pollutant sum,0.88,1.92e-5,1.9199999999999997
HENNEPIN,270530269031,All pollutant sum,0.51,1.2e-5,1.2
HENNEPIN,270530269032,All pollutant sum,0.34,9.21e-6,0.9209999999999999
HENNEPIN,270530269033,All pollutant sum,0.36,9.58e-6,0.9579999999999999
HENNEPIN,270530269061,All pollutant sum,0.51,1.28e-5,1.2799999999999998
HENNEPIN,270530269062,All pollutant sum,0.56,1.35e-5,1.3499999999999999
HENNEPIN,270530269063,All pollutant sum,0.44,1.22e-5,1.22
HENNEPIN,270530269064,All pollutant sum,0.46,1.24e-5,1.24
HENNEPIN,270530269071,All pollutant sum,0.37,1.01e-5,1.01
HENNEPIN,270530269072,All pollutant sum,0.47,1.36e-5,1.3599999999999999
HENNEPIN,270530269081,All pollutant sum,0.44,1.22e-5,1.22
HENNEPIN,270530269082,All pollutant sum,0.44,1.26e-5,1.2599999999999998
HENNEPIN,270530269083,All pollutant sum,0.49,1.34e-5,1.3399999999999999
HENNEPIN,270530269084,All pollutant sum,0.44,1.23e-5,1.23
HENNEPIN,270530269091,All pollutant sum,0.21,4.73e-6,0.4729999999999999
HENNEPIN,270530269092,All pollutant sum,0.39,8.52e-6,0.8519999999999999
HENNEPIN,270530269093,All pollutant sum,0.29,6.58e-6,0.6579999999999999
HENNEPIN,270530269101,All pollutant sum,0.25,6.1e-6,0.61
