county,geoid,pollutant,noncancer_air_risk,cancer_air_risk,combined_air_score
HENNEPIN,270531097002,All pollutant sum,1.25,2.77e-5,2.7699999999999996
HENNEPIN,270531097003,All pollutant sum,1.25,2.73e-5,2.7299999999999995
HENNEPIN,270531098001,All pollutant sum,0.96,2.07e-5,2.07
HENNEPIN,270531098002,All pollutant sum,0.99,2.14e-5,2.1399999999999997
HENNEPIN,270531098003,All pollutant sum,0.96,2.08e-5,2.08
HENNEPIN,270531098004,All pollutant sum,0.98,2.14e-5,2.1399999999999997
HENNEPIN,270531098005,All pollutant sum,0.98,2.16e-5,2.1599999999999997
HENNEPIN,270531099001,All pollutant sum,1.46,3.57e-5,3.57
HENNEPIN,270531099002,All pollutant sum,1.43,3.53e-5,3.5299999999999994
HENNEPIN,270531099003,All pollutant sum,1.26,2.96e-5,2.96
HENNEPIN,270531099004,All pollutant sum,0.97,1.98e-5,1.9799999999999998
HENNEPIN,270531100001,All pollutant sum,1.42,3.47e-5,3.47
HENNEPIN,270531100002,All pollutant sum,1.46,3.61e-5,3.61
HENNEPIN,270531101001,All pollutant sum,1.22,2.68e-5,2.6799999999999997
HENNEPIN,270531101002,All pollutant sum,1.23,2.76e-5,2.76
HENNEPIN,270531101003,All pollutant sum,1.23,2.73e-5,2.7299999999999995
HENNEPIN,270531102001,All pollutant sum,1.26,2.73e-5,2.7299999999999995
HENNEPIN,270531102002,All pollutant sum,1.23,2.7e-5,2.6999999999999997
HENNEPIN,270531102003,All pollutant sum,1.23,2.69e-5,2.69
HENNEPIN,270531102004,All pollutant sum,1.29,2.78e-5,2.78
HENNEPIN,270531104001,All pollutant sum,1.3,2.69e-5,2.69
HENNEPIN,270531104002,All pollutant sum,1.28,2.68e-5,2.6799999999999997
HENNEPIN,270531104003,All pollutant sum,1.3,2.64e-5,2.64
HENNEPIN,270531104004,All pollutant sum,1.56,2.74e-5,2.7399999999999998
HENNEPIN,270531105001,All pollutant sum,1.22,2.44e-5,2.44
HENNEPIN,270531105002,All pollutant sum,1.19,2.28e-5,2.28
HENNEPIN,270531105003,All pollutant sum,1.28,2.66e-5,2.6599999999999997
HENNEPIN,270531105004,All pollutant sum,1.19,2.33e-5,2.33
HENNEPIN,270531105005,All pollutant sum,1.22,2.44e-5,2.44
HENNEPIN,270531108001,All pollutant sum,1.58,4.04e-5,4.04
HENNEPIN,270531108002,All pollutant sum,1.37,3.4e-5,3.4
HENNEPIN,270531108003,All pollutant sum,1.1,2.56e-5,2.5599999999999996
HENNEPIN,270531108004,All pollutant sum,1.16,2.72e-5,2.7199999999999998
HENNEPIN,270531108005,All pollutant sum,1.21,2.87e-5,2.8699999999999997
HENNEPIN,270531108006,All pollutant sum,1.48,3.72e-5,3.72
HENNEPIN,270531109001,All pollutant sum,1.61,4.09e-5,4.09
HENNEPIN,270531109002,All pollutant sum,1.47,3.6e-5,3.5999999999999996
HENNEPIN,270531109003,All pollutant sum,1.66,4.23e-5,4.2299999999999995
HENNEPIN,270531111001,All pollutant sum,1.13,2.32e-5,2.32
HENNEPIN,270531111002,All pollutant sum,1.26,2.67e-5,2.6699999999999995
HENNEPIN,270531111003,All pollutant sum,1.28,2.75e-5,2.75
HENNEPIN,270531111004,All pollutant sum,1.24,2.65e-5,2.65
HENNEPIN,270531112001,All pollutant sum,0.98,2.17e-5,2.17
HENNEPIN,270531112002,All pollutant sum,0.96,2.17e-5,2.17
HENNEPIN,270531112003,All pollutant sum,0.94,2.13e-5,2.13
HENNEPIN,270531113001,All pollutant sum,1.11,2.28e-5,2.28
HENNEPIN,270531113002,All pollutant sum,1.04,2.2e-5,2.1999999999999997
HENNEPIN,270531113003,All pollutant sum,0.96,2.17e-5,2.17
HENNEPIN,270531113004,All pollutant sum,0.95,2.16e-5,2.1599999999999997
HENNEPIN,270531113005,All pollutant sum,0.94,2.15e-5,2.15
HENNEPIN,270531113006,All pollutant sum,0.96,2.21e-5,2.2099999999999995
HENNEPIN,270531114001,All pollutant sum,1.09,2.26e-5,2.26
HENNEPIN,270531114002,All pollutant sum,1.06,2.28e-5,2.28
HENNEPIN,270531114003,All pollutant sum,1.05,2.33e-5,2.33
HENNEPIN,270531114004,All pollutant sum,1,2.31e-5,2.3099999999999996
HENNEPIN,270531115001,All pollutant sum,1.14,2.61e-5,2.61
HENNEPIN,270531115002,All pollutant sum,1.27,3.09e-5,3.09
HENNEPIN,270531115003,All pollutant sum,1.14,2.66e-5,2.6599999999999997
HENNEPIN,270531115004,All pollutant sum,1.12,2.64e-5,2.64
HENNEPIN,270531115005,All pollutant sum,1.32,3.16e-5,3.16
HENNEPIN,270531116001,All pollutant sum,1.39,3.26e-5,3.26
HENNEPIN,270531116002,All pollutant sum,1.39,3.02e-5,3.0199999999999996
HENNEPIN,270531116003,All pollutant sum,1.45,3.55e-5,3.55
HENNEPIN,270531116004,All pollutant sum,1.55,3.9e-5,3.8999999999999995
HENNEPIN,270531225001,All pollutant sum,1.46,2.77e-5,2.7699999999999996
HENNEPIN,270531225002,All pollutant sum,1.13,2.35e-5,2.3499999999999996
HENNEPIN,270531225003,All pollutant sum,1.19,2.46e-5,2.46
HENNEPIN,270531226001,All pollutant sum,1.15,2.45e-5,2.4499999999999997
HENNEPIN,270531226002,All pollutant sum,1.25,2.46e-5,2.46
HENNEPIN,270531255001,All pollutant sum,0.88,1.95e-5,1.9499999999999997
HENNEPIN,270531255002,All pollutant sum,1.03,2.35e-5,2.3499999999999996
HENNEPIN,270531255003,All pollutant sum,1.12,2.64e-5,2.64
HENNEPIN,270531256001,All pollutant sum,1.49,3.3e-5,3.3
HENNEPIN,270531256002,All pollutant sum,1.84,3.28e-5,3.2799999999999994
HENNEPIN,270531257001,All pollutant sum,1.08,2.56e-5,2.5599999999999996
HENNEPIN,270531257002,All pollutant sum,1.09,2.59e-5,2.59
HENNEPIN,270531257003,All pollutant sum,1.14,2.72e-5,2.7199999999999998
HENNEPIN,270531258001,All pollutant sum,1.37,2.94e-5,2.94
HENNEPIN,270531258002,All pollutant sum,1.42,3.05e-5,3.05
HENNEPIN,270531258003,All pollutant sum,1.41,2.9e-5,2.9
HENNEPIN,270531259001,All pollutant sum,1.42,2.79e-5,2.79
HENNEPIN,270531259002,All pollutant sum,1.55,3.33e-5,3.33
HENNEPIN,270531259003,All pollutant sum,1.45,2.99e-5,2.9899999999999998
HENNEPIN,270531260001,All pollutant sum,1.49,3.25e-5,3.2499999999999996
HENNEPIN,270531260002,All pollutant sum,1.54,3.41e-5,3.41
HENNEPIN,270531260003,All pollutant sum,1.75,3.86e-5,3.86
HENNEPIN,270531260004,All pollutant sum,1.44,3.12e-5,3.1199999999999997
HENNEPIN,270531261001,All pollutant sum,1.51,3.44e-5,3.44
HENNEPIN,270531261002,All pollutant sum,1.34,3.04e-5,3.0399999999999996
HENNEPIN,270531261003,All pollutant sum,1.47,3.2e-5,3.1999999999999997
HENNEPIN,270531261004,All pollutant sum,1.41,3.24e-5,3.2399999999999998
HENNEPIN,270531262001,All pollutant sum,1.32,3.14e-5,3.1399999999999997
HENNEPIN,270531262002,All pollutant sum,1.41,3.21e-5,3.21
HENNEPIN,270539800001,All pollutant sum,1.4,2.43e-5,2.4299999999999997
HOUSTON,270550201001,All pollutant sum,0.09,2.01e-6,0.20099999999999996
HOUSTON,270550201002,All pollutant sum,0.03,6.9e-7,0.06899999999999999
HOUSTON,270550201003,All pollutant sum,0.11,2.77e-6,0.27699999999999997
HOUSTON,270550202001,All pollutant sum,0.03,6.52e-7,0.0652
HOUSTON,270550202002,All pollutant sum,0.02,2.8e-7,0.028
HOUSTON,270550202003,All pollutant sum,0.04,6.21e-7,0.06209999999999999
HOUSTON,270550203001,All pollutant sum,0.05,6.34e-7,0.0634
HOUSTON,270550203002,All pollutant sum,0.04,5.75e-7,0.057499999999999996
HOUSTON,270550205001,All pollutant sum,0.08,1.39e-6,0.13899999999999998
HOUSTON,270550205002,All pollutant sum,0.08,1.42e-6,0.142
HOUSTON,270550209001,All pollutant sum,0.05,6.51e-7,0.06509999999999999
HOUSTON,270550209002,All pollutant sum,0.04,5.33e-7,0.0533
HOUSTON,270550209003,All pollutant sum,0.04,5.52e-7,0.05519999999999999
HUBBARD,270570701001,All pollutant sum,0.05,9.33e-7,0.0933
HUBBARD,270570701002,All pollutant sum,0.04,7.65e-7,0.0765
HUBBARD,270570701003,All pollutant sum,0.03,6.67e-7,0.0667
HUBBARD,270570702001,All pollutant sum,0.03,6.81e-7,0.0681
HUBBARD,270570702002,All pollutant sum,0.05,1.25e-6,0.125
HUBBARD,270570703001,All pollutant sum,0.03,7.87e-7,0.07869999999999999
HUBBARD,270570703002,All pollutant sum,0.03,7.58e-7,0.07579999999999999
HUBBARD,270570704001,All pollutant sum,0.06,1.69e-6,0.16899999999999998
HUBBARD,270570704002,All pollutant sum,0.05,1.14e-6,0.114
HUBBARD,270570704003,All pollutant sum,0.05,1.22e-6,0.12199999999999998
HUBBARD,270570705001,All pollutant sum,0.05,1.03e-6,0.103
HUBBARD,270570705002,All pollutant sum,0.06,1.59e-6,0.159
HUBBARD,270570706001,All pollutant sum,0.14,3.72e-6,0.37199999999999994
HUBBARD,270570706002,All pollutant sum,0.26,6.69e-6,0.6689999999999999
HUBBARD,270570706003,All pollutant sum,0.13,3.03e-6,0.30299999999999994
HUBBARD,270570707001,All pollutant sum,0.04,9.17e-7,0.09169999999999999
HUBBARD,270570707002,All pollutant sum,0.07,1.82e-6,0.18199999999999997
ISANTI,270591301001,All pollutant sum,0.06,1.11e-6,0.11099999999999999
ISANTI,270591301002,All pollutant sum,0.05,9.85e-7,0.0985
ISANTI,270591301003,All pollutant sum,0.07,1.44e-6,0.144
ISANTI,270591301004,All pollutant sum,0.07,1.54e-6,0.154
ISANTI,270591302001,All pollutant sum,0.08,1.8e-6,0.17999999999999997
ISANTI,270591302002,All pollutant sum,0.07,1.61e-6,0.161
ISANTI,270591303011,All pollutant sum,0.2,4.55e-6,0.4549999999999999
ISANTI,270591303012,All pollutant sum,0.15,3.12e-6,0.312
ISANTI,270591303013,All pollutant sum,0.34,7.82e-6,0.7819999999999999
ISANTI,270591303021,All pollutant sum,0.13,2.93e-6,0.293
ISANTI,270591303022,All pollutant sum,0.23,5.04e-6,0.504
ISANTI,270591304001,All pollutant sum,0.12,2.48e-6,0.24799999999999997
ISANTI,270591304002,All pollutant sum,0.09,2.06e-6,0.206
ISANTI,270591304003,All pollutant sum,0.12,2.66e-6,0.26599999999999996
ISANTI,270591305011,All pollutant sum,0.08,1.83e-6,0.183
ISANTI,270591305012,All pollutant sum,0.12,2.72e-6,0.27199999999999996
ISANTI,270591305013,All pollutant sum,0.1,2.23e-6,0.22299999999999998
ISANTI,270591305021,All pollutant sum,0.15,3.35e-6,0.33499999999999996
ISANTI,270591305022,All pollutant sum,0.17,3.68e-6,0.36799999999999994
ISANTI,270591306001,All pollutant sum,0.1,2.1e-6,0.20999999999999996
ISANTI,270591306002,All pollutant sum,0.07,1.63e-6,0.163
ISANTI,270591306003,All pollutant sum,0.08,1.9e-6,0.18999999999999997
ITASCA,270614801001,All pollutant sum,0.03,5.63e-7,0.0563
ITASCA,270614801002,All pollutant sum,0.06,1.05e-6,0.10499999999999998
ITASCA,270614801003,All pollutant sum,0.04,6.53e-7,0.0653
ITASCA,270614803001,All pollutant sum,0.09,1.58e-6,0.15799999999999997
ITASCA,270614803002,All pollutant sum,0.24,4.07e-6,0.407
ITASCA,270614803003,All pollutant sum,0.13,2.25e-6,0.22499999999999998
ITASCA,270614803004,All pollutant sum,0.16,2.84e-6,0.284
ITASCA,270614804001,All pollutant sum,0.09,1.84e-6,0.18399999999999997
ITASCA,270614804002,All pollutant sum,0.09,1.71e-6,0.17099999999999999
ITASCA,270614804003,All pollutant sum,0.1,1.85e-6,0.185
ITASCA,270614804004,All pollutant sum,0.11,1.9e-6,0.18999999999999997
ITASCA,270614805001,All pollutant sum,0.15,2.75e-6,0.27499999999999997
ITASCA,270614805002,All pollutant sum,0.15,3.56e-6,0.3559999999999999
ITASCA,270614805003,All pollutant sum,0.24,5.3e-6,0.5299999999999999
ITASCA,270614806001,All pollutant sum,0.11,1.92e-6,0.19199999999999998
ITASCA,270614806002,All pollutant sum,0.08,1.38e-6,0.13799999999999998
ITASCA,270614806003,All pollutant sum,0.08,1.35e-6,0.13499999999999998
ITASCA,270614806004,All pollutant sum,0.15,2.08e-6,0.208
ITASCA,270614807001,All pollutant sum,0.1,1.97e-6,0.197
ITASCA,270614807002,All pollutant sum,0.09,1.34e-6,0.134
ITASCA,270614807003,All pollutant sum,0.18,2.97e-6,0.297
ITASCA,270614807004,All pollutant sum,0.21,3.86e-6,0.386
ITASCA,270614807005,All pollutant sum,0.23,4.38e-6,0.438
ITASCA,270614808011,All pollutant sum,0.33,5.05e-6,0.505
ITASCA,270614808021,All pollutant sum,1.86,2.14e-5,2.1399999999999997
ITASCA,270614808022,All pollutant sum,0.78,1.03e-5,1.0299999999999998
ITASCA,270614808023,All pollutant sum,4.21,4.83e-5,4.83
ITASCA,270614808024,All pollutant sum,0.59,8.87e-6,0.8869999999999999
ITASCA,270614809001,All pollutant sum,0.29,4.96e-6,0.49599999999999994
ITASCA,270614809002,All pollutant sum,0.59,7.85e-6,0.7849999999999999
ITASCA,270614809003,All pollutant sum,0.25,3.77e-6,0.37699999999999995
ITASCA,270614809004,All pollutant sum,1.03,1.55e-5,1.55
ITASCA,270614809005,All pollutant sum,1.8,2.55e-5,2.55
ITASCA,270614809006,All pollutant sum,2.76,3.36e-5,3.3599999999999994
ITASCA,270614810001,All pollutant sum,0.09,1.76e-6,0.176
ITASCA,270614810002,All pollutant sum,0.14,2.34e-6,0.23399999999999999
ITASCA,270614810003,All pollutant sum,0.16,2.96e-6,0.296
ITASCA,270614810004,All pollutant sum,0.11,2.24e-6,0.224
ITASCA,270614810005,All pollutant sum,0.09,1.85e-6,0.185
ITASCA,270619400001,All pollutant sum,0.03,7.14e-7,0.07139999999999999
ITASCA,270619400002,All pollutant sum,0.07,1.28e-6,0.128
JACKSON,270634801001,All pollutant sum,0.65,6.85e-7,0.65
JACKSON,270634801002,All pollutant sum,0.17,3.97e-7,0.17
JACKSON,270634801003,All pollutant sum,0.11,4.46e-7,0.11
JACKSON,270634802001,All pollutant sum,0.07,3.71e-7,0.07
JACKSON,270634802002,All pollutant sum,0.06,3.54e-7,0.06
JACKSON,270634802003,All pollutant sum,0.08,4.54e-7,0.08
JACKSON,270634803001,All pollutant sum,0.07,3.39e-7,0.07
JACKSON,270634803002,All pollutant sum,0.1,8.16e-7,0.1
JACKSON,270634803003,All pollutant sum,0.13,1.55e-6,0.155
JACKSON,270634804001,All pollutant sum,4.99,3.19e-6,4.99
JACKSON,270634804002,All pollutant sum,0.48,1.09e-6,0.48
JACKSON,270634804003,All pollutant sum,0.36,1.45e-6,0.36
JACKSON,270634804004,All pollutant sum,0.53,1.82e-6,0.53
KANABEC,270654801001,All pollutant sum,0.03,5.61e-7,0.0561
KANABEC,270654801002,All pollutant sum,0.03,5.59e-7,0.05589999999999999
KANABEC,270654801003,All pollutant sum,0.04,8.52e-7,0.08519999999999998
KANABEC,270654802001,All pollutant sum,0.04,8.06e-7,0.08059999999999999
KANABEC,270654802002,All pollutant sum,0.06,1.37e-6,0.13699999999999998
KANABEC,270654802003,All pollutant sum,0.04,7.19e-7,0.07189999999999999
KANABEC,270654803001,All pollutant sum,0.08,1.85e-6,0.185
KANABEC,270654803002,All pollutant sum,0.19,3.77e-6,0.37699999999999995
KANABEC,270654803003,All pollutant sum,0.1,2e-6,0.19999999999999998
KANABEC,270654803004,All pollutant sum,0.2,4.16e-6,0.416
KANABEC,270654804001,All pollutant sum,0.08,2.86e-6,0.286
KANABEC,270654804002,All pollutant sum,0.05,9.51e-7,0.09509999999999999
KANABEC,270654804003,All pollutant sum,0.05,9.19e-7,0.0919
KANABEC,270654804004,All pollutant sum,0.05,1.08e-6,0.108
KANDIYOHI,270677709001,All pollutant sum,0.25,6.89e-6,0.689
KANDIYOHI,270677709002,All pollutant sum,0.25,6.53e-6,0.6529999999999999
KANDIYOHI,270677709003,All pollutant sum,0.31,9.12e-6,0.912
KANDIYOHI,270677801001,All pollutant sum,0.06,9.06e-7,0.09059999999999999
KANDIYOHI,270677801002,All pollutant sum,0.06,8.89e-7,0.08889999999999999
KANDIYOHI,270677802001,All pollutant sum,0.05,6.95e-7,0.06949999999999999
KANDIYOHI,270677802002,All pollutant sum,0.04,5.97e-7,0.05969999999999999
KANDIYOHI,270677802003,All pollutant sum,0.05,8.97e-7,0.0897
KANDIYOHI,270677803001,All pollutant sum,0.06,1.26e-6,0.126
KANDIYOHI,270677803002,All pollutant sum,0.07,1.67e-6,0.167
KANDIYOHI,270677803003,All pollutant sum,0.06,1.43e-6,0.143
KANDIYOHI,270677804001,All pollutant sum,0.05,8.34e-7,0.08339999999999999
KANDIYOHI,270677804002,All pollutant sum,0.05,9.24e-7,0.09239999999999998
KANDIYOHI,270677804003,All pollutant sum,0.06,1.38e-6,0.13799999999999998
KANDIYOHI,270677805001,All pollutant sum,0.11,2.45e-6,0.24499999999999997
KANDIYOHI,270677805002,All pollutant sum,0.08,1.73e-6,0.173
KANDIYOHI,270677805003,All pollutant sum,0.18,3.93e-6,0.3929999999999999
KANDIYOHI,270677806001,All pollutant sum,0.06,9.23e-7,0.0923
KANDIYOHI,270677806002,All pollutant sum,0.05,6.32e-7,0.0632
KANDIYOHI,270677806003,All pollutant sum,0.06,1.25e-6,0.125
KANDIYOHI,270677807001,All pollutant sum,0.11,2.15e-6,0.215
KANDIYOHI,270677807002,All pollutant sum,0.17,4.37e-6,0.43699999999999994
KANDIYOHI,270677807003,All pollutant sum,0.15,3.41e-6,0.34099999999999997
KANDIYOHI,270677808001,All pollutant sum,0.44,8.38e-6,0.8379999999999999
KANDIYOHI,270677808002,All pollutant sum,0.33,9.46e-6,0.9459999999999998
KANDIYOHI,270677810001,All pollutant sum,0.18,4.41e-6,0.441
KANDIYOHI,270677810002,All pollutant sum,0.26,6.5e-6,0.6499999999999999
KANDIYOHI,270677810003,All pollutant sum,0.18,4.36e-6,0.43599999999999994
KANDIYOHI,270677811001,All pollutant sum,0.06,5.7e-7,0.06
KANDIYOHI,270677811002,All pollutant sum,0.05,5.67e-7,0.0567
KANDIYOHI,270677811003,All pollutant sum,0.1,1.06e-6,0.106
KANDIYOHI,270677812001,All pollutant sum,0.05,5.38e-7,0.053799999999999994
KANDIYOHI,270677812002,All pollutant sum,0.04,5.31e-7,0.053099999999999994
KANDIYOHI,270677812003,All pollutant sum,0.04,5.64e-7,0.0564
KITTSON,270690901001,All pollutant sum,0.02,3.04e-7,0.0304
KITTSON,270690901002,All pollutant sum,0.03,3.6e-7,0.036
KITTSON,270690901003,All pollutant sum,0.04,4.61e-7,0.046099999999999995
KITTSON,270690901004,All pollutant sum,0.05,7.33e-7,0.07329999999999999
KITTSON,270690902001,All pollutant sum,0.03,3.29e-7,0.0329
KITTSON,270690902002,All pollutant sum,0.04,4.14e-7,0.04139999999999999
KITTSON,270690902003,All pollutant sum,0.07,9.42e-7,0.09419999999999999
KOOCHICHING,270717901001,All pollutant sum,0.3,4.28e-6,0.42799999999999994
KOOCHICHING,270717901002,All pollutant sum,0.64,6.58e-6,0.6579999999999999
KOOCHICHING,270717902001,All pollutant sum,0.21,3.07e-6,0.30699999999999994
KOOCHICHING,270717902002,All pollutant sum,2.01,2.51e-5,2.51
KOOCHICHING,270717902003,All pollutant sum,1.8,1.23e-5,1.8
KOOCHICHING,270717902004,All pollutant sum,1.26,2.43e-5,2.4299999999999997
KOOCHICHING,270717902005,All pollutant sum,2.52,2.71e-5,2.71
KOOCHICHING,270717902006,All pollutant sum,1.05,1.29e-5,1.2899999999999998
KOOCHICHING,270717903001,All pollutant sum,0.11,1.76e-6,0.176
KOOCHICHING,270717903002,All pollutant sum,0.06,9.06e-7,0.09059999999999999
KOOCHICHING,270717903003,All pollutant sum,0.1,1.24e-6,0.12399999999999999
KOOCHICHING,270717905001,All pollutant sum,0.05,7.63e-7,0.07629999999999999
KOOCHICHING,270717905002,All pollutant sum,0.02,3.7e-7,0.037
KOOCHICHING,270717905003,All pollutant sum,0.03,5.13e-7,0.0513
LAC QUI PARLE,270731801001,All pollutant sum,0.04,4.67e-7,0.04669999999999999
LAC QUI PARLE,270731801002,All pollutant sum,0.07,1.1e-6,0.11
LAC QUI PARLE,270731801003,All pollutant sum,0.12,3.05e-6,0.305
LAC QUI PARLE,270731802001,All pollutant sum,0.04,4.64e-7,0.0464
LAC QUI PARLE,270731802002,All pollutant sum,0.03,2.98e-7,0.03
LAC QUI PARLE,270731803001,All pollutant sum,0.04,5.21e-7,0.052099999999999994
LAC QUI PARLE,270731803002,All pollutant sum,0.04,3.41e-7,0.04
LAC QUI PARLE,270731803003,All pollutant sum,0.09,1.62e-6,0.16199999999999998
LAKE,270753701001,All pollutant sum,0.03,3.73e-7,0.0373
LAKE,270753701002,All pollutant sum,0.01,2.2e-7,0.022
LAKE,270753701003,All pollutant sum,0.02,3.07e-7,0.030699999999999995
LAKE,270753701004,All pollutant sum,0.06,9.4e-7,0.09399999999999999
LAKE,270753701005,All pollutant sum,0.06,8.05e-7,0.0805
LAKE,270753703001,All pollutant sum,0.13,1.66e-6,0.16599999999999998
LAKE,270753703002,All pollutant sum,0.07,1e-6,0.09999999999999999
LAKE,270753703003,All pollutant sum,0.4,7.08e-6,0.708
LAKE,270753704001,All pollutant sum,0.26,3.14e-6,0.314
LAKE,270753704002,All pollutant sum,0.25,5.66e-6,0.566
LAKE,270753704003,All pollutant sum,0.42,7.73e-6,0.773
LAKE,270753704004,All pollutant sum,0.19,3.1e-6,0.31
LAKE,270759901000,All pollutant sum,0.04,5.16e-7,0.0516
LAKE OF THE WOODS,270774603001,All pollutant sum,0.04,5.99e-7,0.059899999999999995
LAKE OF THE WOODS,270774604001,All pollutant sum,0.02,4.7e-7,0.04699999999999999
LAKE OF THE WOODS,270774604002,All pollutant sum,0.02,3.35e-7,0.0335
LE SUEUR,270799501001,All pollutant sum,0.27,3.03e-6,0.30299999999999994
LE SUEUR,270799501002,All pollutant sum,0.13,1.5e-6,0.15
LE SUEUR,270799501003,All pollutant sum,0.09,9.68e-7,0.0968
LE SUEUR,270799501004,All pollutant sum,0.13,1.2e-6,0.13
LE SUEUR,270799502001,All pollutant sum,0.51,3.65e-6,0.51
LE SUEUR,270799502002,All pollutant sum,0.82,5.9e-6,0.82
LE SUEUR,270799502003,All pollutant sum,0.28,3.85e-6,0.385
LE SUEUR,270799502004,All pollutant sum,0.14,1.44e-6,0.144
LE SUEUR,270799503001,All pollutant sum,0.08,9.61e-7,0.09609999999999999
LE SUEUR,270799503002,All pollutant sum,0.12,1.8e-6,0.17999999999999997
LE SUEUR,270799503003,All pollutant sum,0.11,1.8e-6,0.17999999999999997
LE SUEUR,270799504001,All pollutant sum,0.09,1.35e-6,0.13499999999999998
LE SUEUR,270799504002,All pollutant sum,0.1,1.72e-6,0.172
LE SUEUR,270799504003,All pollutant sum,0.09,1.26e-6,0.126
LE SUEUR,270799504004,All pollutant sum,0.12,2e-6,0.19999999999999998
LE SUEUR,270799505001,All pollutant sum,0.13,2.09e-6,0.20899999999999996
LE SUEUR,270799505002,All pollutant sum,0.13,2.06e-6,0.206
LE SUEUR,270799505003,All pollutant sum,0.09,1.22e-6,0.12199999999999998
LE SUEUR,270799506001,All pollutant sum,0.13,2.62e-6,0.26199999999999996
LE SUEUR,270799506002,All pollutant sum,0.12,2.05e-6,0.20499999999999996
LE SUEUR,270799506003,All pollutant sum,0.1,1.28e-6,0.128
LE SUEUR,270799506004,All pollutant sum,0.1,1.8e-6,0.17999999999999997
LINCOLN,270812010011,All pollutant sum,0.05,4.29e-7,0.05
LINCOLN,270812010012,All pollutant sum,0.04,3.78e-7,0.04
LINCOLN,270812010013,All pollutant sum,0.03,2.96e-7,0.03
LINCOLN,270812010021,All pollutant sum,0.04,4.48e-7,0.04479999999999999
LINCOLN,270812010022,All pollutant sum,0.06,5.36e-7,0.06
LYON,270833601001,All pollutant sum,0.05,4.36e-7,0.05
LYON,270833601002,All pollutant sum,0.08,1.42e-6,0.142
LYON,270833601003,All pollutant sum,0.04,4.18e-7,0.0418
LYON,270833601004,All pollutant sum,0.08,1.01e-6,0.10099999999999999
LYON,270833602001,All pollutant sum,0.04,3.6e-7,0.04
LYON,270833602002,All pollutant sum,0.05,5.9e-7,0.05899999999999999
LYON,270833602003,All pollutant sum,0.05,5.65e-7,0.056499999999999995
LYON,270833603001,All pollutant sum,0.2,5.58e-6,0.5579999999999999
LYON,270833603002,All pollutant sum,0.23,6.66e-6,0.6659999999999999
LYON,270833603003,All pollutant sum,0.16,2.91e-6,0.291
LYON,270833603004,All pollutant sum,0.18,4.34e-6,0.43399999999999994
LYON,270833604001,All pollutant sum,0.12,2.52e-6,0.252
LYON,270833604002,All pollutant sum,0.24,6.74e-6,0.6739999999999999
LYON,270833604003,All pollutant sum,0.22,5.76e-6,0.576
LYON,270833605001,All pollutant sum,0.16,3.23e-6,0.32299999999999995
LYON,270833605002,All pollutant sum,0.13,2.51e-6,0.251
LYON,270833605003,All pollutant sum,0.16,3.32e-6,0.33199999999999996
LYON,270833606001,All pollutant sum,0.04,3.71e-7,0.04
LYON,270833606002,All pollutant sum,0.04,3.5e-7,0.04
LYON,270833606003,All pollutant sum,0.04,3.63e-7,0.04
LYON,270833606004,All pollutant sum,0.05,6.39e-7,0.0639
LYON,270833607001,All pollutant sum,0.06,1.07e-6,0.10699999999999998
LYON,270833607002,All pollutant sum,0.11,2.68e-6,0.268
LYON,270833607003,All pollutant sum,0.07,1.41e-6,0.141
MCLEOD,270859501001,All pollutant sum,0.19,3.78e-6,0.37799999999999995
MCLEOD,270859501002,All pollutant sum,0.14,1.86e-6,0.18599999999999997
MCLEOD,270859501003,All pollutant sum,0.17,1.84e-6,0.18399999999999997
MCLEOD,270859501004,All pollutant sum,0.16,1.37e-6,0.16
MCLEOD,270859502001,All pollutant sum,0.45,2.47e-6,0.45
MCLEOD,270859502002,All pollutant sum,0.39,2.38e-6,0.39
MCLEOD,270859502003,All pollutant sum,0.27,1.76e-6,0.27
MCLEOD,270859503001,All pollutant sum,1.09,9.13e-6,1.09
MCLEOD,270859503002,All pollutant sum,2.94,1.48e-5,2.94
MCLEOD,270859503003,All pollutant sum,2.78,1.76e-5,2.78
MCLEOD,270859503004,All pollutant sum,7.32,1.67e-5,7.32
MCLEOD,270859503005,All pollutant sum,2.79,8.21e-6,2.79
MCLEOD,270859504001,All pollutant sum,1.97,1.16e-5,1.97
MCLEOD,270859504002,All pollutant sum,0.85,9.34e-6,0.9339999999999999
MCLEOD,270859504003,All pollutant sum,1.28,9.41e-6,1.28
MCLEOD,270859504004,All pollutant sum,3.02,1.93e-5,3.02
MCLEOD,270859504005,All pollutant sum,2.57,1.48e-5,2.57
MCLEOD,270859505001,All pollutant sum,0.16,9.69e-7,0.16
MCLEOD,270859505002,All pollutant sum,0.14,1.29e-6,0.14
MCLEOD,270859505003,All pollutant sum,0.1,7.11e-7,0.1
MCLEOD,270859506001,All pollutant sum,0.22,3.8e-6,0.37999999999999995
MCLEOD,270859506002,All pollutant sum,0.13,1.32e-6,0.132
MCLEOD,270859506003,All pollutant sum,0.21,1.32e-6,0.21
MCLEOD,270859506004,All pollutant sum,0.17,1.72e-6,0.172
MCLEOD,270859507001,All pollutant sum,0.26,2.98e-6,0.298
MCLEOD,270859507002,All pollutant sum,0.34,5.97e-6,0.5969999999999999
MCLEOD,270859507003,All pollutant sum,0.23,2.55e-6,0.255
MCLEOD,270859507004,All pollutant sum,0.27,4.34e-6,0.43399999999999994
