SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day,UNITS
27-137-7554,2017-10-20,0,11,48.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2017,10,20,PPB
27-137-7554,2017-10-21,5,4,47,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2017,10,21,PPB
27-137-7554,2017-10-22,0,6,55.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2017,10,22,PPB
27-137-7554,2017-10-23,4,12,56.6,27,137,7554,46.743657,-92.165998,1899-12-31T04:00:00Z,88101,2017,10,23,PPB
27-137-7554,2017-10-24,5,10,67.4,27,137,7554,46.743657,-92.165998,1899-12-31T05:00:00Z,88101,2017,10,24,PPB
27-137-7554,2017-10-25,3,6,57.2,27,137,7554,46.743657,-92.165998,1899-12-31T03:00:00Z,88101,2017,10,25,PPB
27-137-7554,2017-10-26,0,13,57.800000000000004,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2017,10,26,PPB
27-137-7554,2017-10-27,0,18,50,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2017,10,27,PPB
27-137-7554,2017-10-28,7,5,42.8,27,137,7554,46.743657,-92.165998,1899-12-31T07:00:00Z,88101,2017,10,28,PPB
27-137-7554,2017-10-29,10,1,40.4,27,137,7554,46.743657,-92.165998,1899-12-31T10:00:00Z,88101,2017,10,29,PPB
27-137-7554,2017-10-30,1,6,41,27,137,7554,46.743657,-92.165998,1899-12-31T01:00:00Z,88101,2017,10,30,PPB
27-137-7554,2017-10-31,0,4,37.4,27,137,7554,46.743657,-92.165998,1899-12-31T00:00:00Z,88101,2017,10,31,PPB
